DAY,TIME,COURT,HOME,AWAY,,,,,,
FRI,2:00 PM,24,Full Package 17U Truding,Midatlantic Heat 1,,,,,,
FRI,2:00 PM,25,Crossover Premier Elite,Havoc City Elite,,,,,,
FRI,2:00 PM,26,ND Pro 14U,Heart of Illinois 14U,,,,,,
FRI,2:00 PM,27,TeamXpress Blue 17U,Illinois Rockets Stone,,,,,,
FRI,2:00 PM,28,Purple Aces 17U,WBA Lady Knicks Blanco,,,,,,
FRI,2:00 PM,29,California Storm 17U Elite,Longmont Rush ,,,,,,
FRI,2:00 PM,30,Cincy Shock 14U,Metro Hoops 14U,,,,,,
FRI,2:00 PM,31,Canada Drive 17U,C-U Elite,,,,,,
FRI,2:00 PM,32,M33M Let it Fly,Lady Meanstreets 17U,,,,,,
FRI,2:00 PM,33,Always 100 Goodwell,A Game Kendra Seto,,,,,,
FRI,2:00 PM,34,Sting Elite of Massachusetts,EJ Hoops U17 Black,,,,,,
FRI,2:00 PM,35,PA Running Rebels 14U,Illinois Rockets Hotwagner,,,,,,
FRI,2:00 PM,36,Minnesota Stars Hersch,Illinois Rockets Ondik,,,,,,
FRI,2:00 PM,37,Lady Runnin’ Rebels Wrice,Columbia Cascades,,,,,,
FRI,2:00 PM,38,ND Pro Blue 17U,Columbia Ravens,,,,,,
FRI,2:00 PM,39,Long Islands Renegades Elite,Wisconsin Blizzard - Magic,,,,,,
FRI,2:00 PM,40,Germantown Maryland Lady Panthers Gillespie,Wisconsin Hoops Select Girls Staples,,,,,,
FRI,2:00 PM,41,Team Wisconsin Select White,Hudson Valley Elite White JR,,,,,,
FRI,2:00 PM,42,Michigan Mystics Ruhstorfer ,Primetime Gold,,,,,,
FRI,2:00 PM,43,North Tartan 15U Silver,Nebraska Lasers 15U,,,,,,
FRI,2:00 PM,44,NY iEXCEL 17U,Drill for Skill Miller,,,,,,
FRI,2:00 PM,45,Tiger Basketball,Michigan Sting Elite,,,,,,
FRI,2:00 PM,46,Toronto Triple Threat 17U ,Team Wisconsin Select Gray,,,,,,
FRI,3:15 PM,1,Minnesota Fury 2015 Elite,DFW Elite Super Girls,,,,,,
FRI,3:15 PM,2,ECBA Swish Black 17U Elite,Hudson Valley Elite Blue Reilly,,,,,,
FRI,3:15 PM,3,Oklahoma Showcase Elite,Alaska Lady Hoops 17 Elite,,,,,,
FRI,3:15 PM,4,MN Metro Stars Finley ,Comets Genther,,,,,,
FRI,3:15 PM,5,Team Manitoba 15U,Metro Hoops 15U,,,,,,
FRI,3:15 PM,6,Indy Gym Rats Purple,IL Hoop Dreams 13U Johnson,,,,,,
FRI,3:15 PM,7,Vegas Bulldogs,Rush U17 White,,,,,,
FRI,3:15 PM,8,South Texas Hoyas Blue,The Way to Win Gold,,,,,,
FRI,3:15 PM,9,Nebraska Lasers 17U,Arkansas Hawks 17U Elite,These games are in conflict times/courts but you can't move these ones - please find the other two and change them.,,,,,
FRI,3:15 PM,10,West Coast Premier Valley,Colorado Elite Blue,,,,,,
FRI,3:15 PM,11,Wisconsin RAP U17,Missouri Warriors,,,,,,
FRI,3:15 PM,12,ISAA 16U,Purple Aces 16U,,,,,,
FRI,3:15 PM,13,Katy Rebels Goss 2016,Colorado Lady Hawks,,,,,,
FRI,3:15 PM,16,Backyard Training Academy,Rush U15,,,,,,
FRI,3:15 PM,17,Arizona Team Ladyhawks,DC Heat 15U,,,,,,
FRI,3:15 PM,18,Illinois Rockets Crilly,ND Pro 15U,,,,,,
FRI,3:15 PM,19,A PLUS Black,QC Ballers,,,,,,
FRI,3:15 PM,20,DSO Elite,Team Manitoba 16U,,,,,,
FRI,3:15 PM,21,Lady Runnin’ Rebels Black Cranston,Cardinal Elite,,,,,,
FRI,3:15 PM,22,Midwest Elite Weibel,Central Florida Elite 2016,,,,,,
FRI,3:15 PM,23,Cincy Shock 16U,Canada Drive 16U,,,,,,
FRI,3:15 PM,24,Lady Meanstreets 16U,Positive Direction 16U,,,,,,
FRI,3:15 PM,25,CBC 16U ,PA Running Rebels 16U,,,,,,
FRI,3:15 PM,26,Lakers 8th Grade Elles,Illinois Wildcat Elite,,,,,,
FRI,3:15 PM,27,Flow 14U,Midwest Elite 14U Weissmann,,,,,,
FRI,3:15 PM,28,Colorado Hoopsters Blue,IL Lady Lightning Silver,,,,,,
FRI,3:15 PM,29,Alaska Lady Hoops 15,Team Alberta U15,,,,,,
FRI,3:15 PM,30,5280 Threat Blue,United NJ Clarke,,,,,,
FRI,3:15 PM,31,Oklahoma Swarm 2017 Elite,South Dakota Attack 15U,,,,,,
FRI,3:15 PM,32,CBC 15/16U,Team Miller Lightning 15U,,,,,,
FRI,3:15 PM,33,TeamXpress White 15U,Illinois Defenders 15U Black,,,,,,
FRI,3:15 PM,34,Vogues - 16 National - Priester,Midwest Wildcats Mellon,,,,,,
FRI,3:15 PM,35,No Limits,Illinois Defenders 14U Black,,,,,,
FRI,3:15 PM,36,Bulls Elite Crimson,Midtown Lady Monarchs,,,,,,
FRI,3:15 PM,37,United NJ Osta - Navy,ISAA 17U,,,,,,
FRI,3:15 PM,38,Colorado Hoopsters Black ,MN Warriors Elite,,,,,,
FRI,3:15 PM,39,Austin Elite RFW,Wisconsin Playground Elite U17 ,,,,,,
FRI,3:15 PM,40,Charlotte Monarchs,Albany Lady Stars 17U Black,,,,,,
FRI,3:15 PM,41,Hoosier Premier White,Illinois Defenders 15U Grey,,,,,,
FRI,3:15 PM,42,Northern Blizzard 16U,Springfield Predators Crum,,,,,,
FRI,3:15 PM,43,NY iExcel 16U,Missouri Rockets,,,,,,
FRI,3:15 PM,44,Cardinal Crusaders,KW Lightning Tri-County Juel,,,,,,
FRI,3:15 PM,45,Team Manitoba 17U,Albany Capitals Elite,,,,,,
FRI,3:15 PM,46,Comets Shields,San Diego Sol,,,,,,
FRI,4:30 PM,1,MBA Select 16U,Hoop Ed Elite,,,,,,
FRI,4:30 PM,2,Tennessee Extreme,Lady Runnin’ Rebels Tartaglia Red,,,,,,
FRI,4:30 PM,3,Illinois Hustle 16U,New York City Heat White,,,,,,
FRI,4:30 PM,4,Team Ontario 15U,New Jersey Sparks 15U,,,,,,
FRI,4:30 PM,5,KW Lightning U13,Purple Aces 14U,,,,,,
FRI,4:30 PM,6,DFW Elite Wonder Girls,New Jersey Panthers 16U White,,,,,,
FRI,4:30 PM,7,Hoosier Premier Red,Crossover Premier,,,,,,
FRI,4:30 PM,8,Wisconsin Impact 2017 Nikolic,Indy Gym Rats Blue,,,,,,
FRI,4:30 PM,9,Lady Thunder,Central Jersey Hawks,,,,,,
FRI,4:30 PM,10,Torch Showcase,South Texas Hoyas Gray,,,,,,
FRI,4:30 PM,11,Clutch Players Red,Always 100 Elite Buck,,,,,,
FRI,4:30 PM,12,MN Metro Stars Reiter,Toronto Matrix Elite,,,,,,
FRI,4:30 PM,13,Basketball Results,Oklahoma Swarm Team Adidas,,,,,,
FRI,4:30 PM,16,Oklahoma Showcase Jim ,Jersey Cardinals Coyle,,,,,,
FRI,4:30 PM,17,Wisconsin Impact Spoo,MN Comets 11th Elite Peterson,,,,,,
FRI,4:30 PM,18,Lady Runnin' Rebels Blatt White,BC Denver Golden,,,,,,
FRI,4:30 PM,19,St. Louis Rockets 15U,Peak Performance Blue,,,,,,
FRI,4:30 PM,20,Valhalla,Minnesota Fury 2017 Gold,,,,,,
FRI,4:30 PM,21,Wisconsin Impact 2017 Mattson,Memphis Lady All Stars,,,,,,
FRI,4:30 PM,22,Michigan Sting 15U,Illinois Rockets Rufus,,,,,,
FRI,4:30 PM,23,Rockies 15U Black,Wisconsin Blizzard 15U Moen,,,,,,
FRI,4:30 PM,24,Illinois Hustle 15U,Albany Capitals U15,,,,,,
FRI,4:30 PM,25,Oshkosh Flight Brandl,Team Alberta U16,,,,,,
FRI,4:30 PM,26,Team Memphis Elite Burton,CBC 14U Elite,,,,,,
FRI,4:30 PM,27,Indy Gym Rats Tan,So-Minn Fury 2015,,,,,,
FRI,4:30 PM,28,Lady Speed 9/10,Portage Swift,,,,,,
FRI,4:30 PM,29,United NJ Gallo,Queens Express 15U,,,,,,
FRI,4:30 PM,30,Kingdom Hoops Elite ,MN Metro Stars Soule,,,,,,
FRI,4:30 PM,31,New England Crusaders Dorsey,Team Takeover 15U,,,,,,
FRI,4:30 PM,32,Illinois Defenders 14U Grey,Blessed Sacrament,,,,,,
FRI,4:30 PM,33,Chicago Gauchos,Stamford Peace,,,,,,
FRI,4:30 PM,34,The Family 17U,Rush U17 Red,,,,,,
FRI,4:30 PM,35,Alaska Lady Hoops 14,North Tartan 13U,,,,,,
FRI,4:30 PM,36,Fencor Peeps,Colorado Shine Gold,,,,,,
FRI,4:30 PM,37,NO GAME,NO GAME,,,,,,
FRI,4:30 PM,38,Full Package Daniel,Positive Direction 15U,,,,,,
FRI,4:30 PM,39,Legends of Wisconsin 15,Michigan Fast Break,,,,,,
FRI,4:30 PM,40,So-Minn Fury 2017,Crossover Select,,,,,,
FRI,4:30 PM,41,North Tartan 14U Silver,Colorado Elite Red 14U,,,,,,
FRI,4:30 PM,42,North Tartan 15U,Midwest Elite 15U Yates,,,,,,
FRI,4:30 PM,43,A Game Ryann Fletcher,Wisconsin Blizzard 17U Biddick,,,,,,
FRI,4:30 PM,44,IL Lady Lightning Platinum,California Storm Knights,,,,,,
FRI,4:30 PM,45,St. Louis Warriors,Team Memphis Elite Williams,,,,,,
FRI,4:30 PM,46,Bolingbrook Panthers 17U,Greg Grant Basketball Club Chriss,,,,,,
FRI,5:45 PM,1,Minnesota Stars Hofschild,Germantown Maryland Lady Panthers Lee 16U,,,,,,
FRI,5:45 PM,2,Lady Speed 11th,EJ Hoops U17 Blue,,,,,,
FRI,5:45 PM,3,Quad City Attack Black,Michigan Shock,,,,,,
FRI,5:45 PM,4,Team Fury Select U17,OTCYBC Shot Callers,,,,,,
FRI,5:45 PM,5,Central Jersey Hawks Martorelli,Full Package White,,,,,,
FRI,5:45 PM,6,Indy Gym Rats Red,Epiphany Prince Elite 15U,,,,,,
FRI,5:45 PM,7,Midwest Wildcats Devries,AthElite U15,,,,,,
FRI,5:45 PM,8,Wisconsin Hoops Select Girls Whitish ,Cincy Shock 15U,,,,,,
FRI,5:45 PM,9,Hurricanes Dalles,Always 100 Elite 2017,,,,,,
FRI,5:45 PM,10,Wisconsin Playground Elite U15 ,Cardinal Junior Elite,,,,,,
FRI,5:45 PM,11,Capitol City Express Cool/Doneth,Team Carolina,,,,,,
FRI,5:45 PM,12,Oklahoma Stars 16,Fencor Strothers,,,,,,
FRI,5:45 PM,13,Lakers Platinum,Colorado Elite White,,,,,,
FRI,5:45 PM,16,New Jersey Sparks 16U,Comets Shumoski,,,,,,
FRI,5:45 PM,17,Nebraska Lasers 16U,Wisconsin Blizzard 16U Hawley,,,,,,
FRI,5:45 PM,18,Illinois Dream Team,Houston Lady Roadrunners,,,,,,
FRI,5:45 PM,19,Full Package Whitefield,Baltimore Lady Panthers 16U,,,,,,
FRI,5:45 PM,20,Indy Gym Rats Maroon,Capitol City Express Petersen,,,,,,
FRI,5:45 PM,21,Wisconsin Playground Elite U16 ,Illinois Press,,,,,,
FRI,5:45 PM,22,IL Hoops Dreams 16U White,So-Minn Fury 2016,,,,,,
FRI,5:45 PM,23,United NJ Carr-Carolina,Illinois Defenders 16U Black,,,,,,
FRI,5:45 PM,24,Wisconsin Impact Averkamp,Crossover Premier Platinum,,,,,,
FRI,5:45 PM,25,Full Package Select,Minnesota Stars Waters,,,,,,
FRI,5:45 PM,26,Team Takeover 14U,New Jersey Sparks 14U,,,,,,
FRI,5:45 PM,27,Michigan Crossover 2016,Jersey Cardinals Martinez,,,,,,
FRI,5:45 PM,28,C-U Elite,Lakers Black U17,,,,,,
FRI,5:45 PM,29,Arkansas Lady Hawks,Bulls Elite Onyx,,,,,,
FRI,5:45 PM,30,DFW Elite Power Puff Girls,Epiphany Prince Elite 14U,,,,,,
FRI,5:45 PM,31,Toronto Triple Threat 17U ,NY iEXCEL 17U,,,,,,
FRI,5:45 PM,32,MN Thunderbirds 2018,O.M.S. ,,,,,,
FRI,5:45 PM,33,Illinois Defenders 17U Black,Legends of Wisconsin Blue 17,,,,,,
FRI,5:45 PM,34,Team Alberta U17,CT Spirit,,,,,,
FRI,5:45 PM,35,North Tartan 14U,Always 100 Roller,,,,,,
FRI,5:45 PM,36,Cal Stars Flight 2017,Minnesota Fury 2017 Blue,,,,,,
FRI,5:45 PM,37,Drill for Skill Miller,Tiger Basketball,,,,,,
FRI,5:45 PM,38,Oklahoma Showcase Elite,Minnesota Fury 2015 Elite,,,,,,
FRI,5:45 PM,39,Alaska Lady Hoops 17 Elite,Hudson Valley Elite Blue Reilly,,,,,,
FRI,5:45 PM,40,DFW Elite Super Girls,ECBA Swish Black 17U Elite,,,,,,
FRI,5:45 PM,41,Wisconsin Impact 2018 Liebl,Bolingbrook Panthers 14U,,,,,,
FRI,5:45 PM,42,Spokane Sandpipers,Lady Warriors,,,,,,
FRI,5:45 PM,43,Lakers Purple 15U,KW Lightning U15,,,,,,
FRI,5:45 PM,44,IL Lady Lightning Bronze,Arkansas Hawks 15U,,,,,,
FRI,5:45 PM,45,Flow 15U,Clutch Players Lava,,,,,,
FRI,5:45 PM,46,Team Wisconsin Select Black,CBC 17U Elite,,,,,,
FRI,7:00 PM,1,Team Alberta U16,Chicago Gauchos,,,,,,
FRI,7:00 PM,2,Stamford Peace,Portage Swift,,,,,,
FRI,7:00 PM,3,Oshkosh Flight Brandl,Lady Speed 9/10,,,,,,
FRI,7:00 PM,4,New Jersey Panthers 16U White,Fencor Peeps,,,,,,
FRI,7:00 PM,5,Purple Aces 14U,Illinois Defenders 14U Grey,,,,,,
FRI,7:00 PM,6,Indy Gym Rats Purple,Flow 14U,,,,,,
FRI,7:00 PM,7,New Jersey Sparks 15U,North Tartan 15U,,,,,,
FRI,7:00 PM,8,Illinois Rockets Rufus,Illinois Hustle 15U,,,,,,
FRI,7:00 PM,9,Albany Capitals U15,Wisconsin Blizzard 15U Moen,,,,,,
FRI,7:00 PM,10,Michigan Sting 15U Elite,Rockies 15U Black,,,,,,
FRI,7:00 PM,11,NO GAME,NO GAME,,,,,,
FRI,7:00 PM,12,Michigan Fast Break,Positive Direction 15U,,,,,,
FRI,7:00 PM,13,Memphis Lady All Stars,Full Package Daniel,,,,,,
FRI,7:00 PM,16,Drill for Skill Joyce,So-Minn Fury 2017,,,,,,
FRI,7:00 PM,17,Crossover Select,Queens Express 15U,,,,,,
FRI,7:00 PM,18,Midwest Sports Academy,United NJ Gallo,,,,,,
FRI,7:00 PM,19,Hoop Ed Elite,Illinois Hustle 16U,,,,,,
FRI,7:00 PM,20,Always 100 Elite Buck,Basketball Results,,,,,,
FRI,7:00 PM,21,Oklahoma Swarm Team Adidas,Toronto Matrix Elite,,,,,,
FRI,7:00 PM,22,Clutch Players Red,MN Metro Stars Reiter,,,,,,
FRI,7:00 PM,23,Peak Performance Blue,Wisconsin Impact 2017 Mattson,,,,,,
FRI,7:00 PM,24,Legends of Wisconsin 15,Minnesota Fury 2017 Gold,,,,,,
FRI,7:00 PM,25,St. Louis Rockets 15U,Valhalla,,,,,,
FRI,7:00 PM,26,CBC 14U Elite,Alaska Lady Hoops 14,,,,,,
FRI,7:00 PM,27,IL Hoop Dreams 13U Johnson,Bulls Elite Crimson,,,,,,
FRI,7:00 PM,28,New York City Heat White,Lady Runnin’ Rebels Tartaglia Red,,,,,,
FRI,7:00 PM,29,Midwest Elite 15U Yates,Team Takeover 15U,,,,,,
FRI,7:00 PM,30,North Tartan 13U,MN Metro Stars Soule,,,,,,
FRI,7:00 PM,31,Colorado Shine Gold,So-Minn Fury 2015,,,,,,
FRI,7:00 PM,32,KW Lightning U13,North Tartan 14U Silver,,,,,,
FRI,7:00 PM,33,MBA Select 16U,Tennessee Extreme,,,,,,
FRI,7:00 PM,34,Albany Capitals Elite,Comets Shields,,,,,,
FRI,7:00 PM,35,Team Memphis Elite Burton,Kingdom Hoops Elite ,,,,,,
FRI,7:00 PM,36,Midtown Lady Monarchs,Midwest Elite 14U Weissmann,,,,,,
FRI,7:00 PM,37,Jersey Cardinals Coyle,Lady Runnin' Rebels Blatt White,,,,,,
FRI,7:00 PM,38,BC Denver Golden,MN Comets 11th Elite Peterson,,,,,,
FRI,7:00 PM,39,Oklahoma Showcase Jim ,Wisconsin Impact Spoo,,,,,,
FRI,7:00 PM,40,Team Ontario 15U,New England Crusaders Dorsey,,,,,,
FRI,7:00 PM,41,Blessed Sacrament,Colorado Elite Red 14U,,,,,,
FRI,7:00 PM,42,Team Manitoba 17U,Bolingbrook Panthers 17U,,,,,,
FRI,7:00 PM,43,A Game Ryann Fletcher,St. Louis Warriors,,,,,,
FRI,7:00 PM,44,California Storm Knights,Team Memphis Elite Williams,,,,,,
FRI,7:00 PM,45,Wisconsin Blizzard 17U Biddick,IL Lady Lightning Platinum,,,,,,
FRI,7:00 PM,46,San Diego Sol,Greg Grant Basketball Club Chriss,,,,,,
FRI,8:15 PM,1,OTCYBC Shot Callers,Team Alberta U17,,,,,,
FRI,8:15 PM,2,CT Spirit,Legends of Wisconsin Blue 17,,,,,,
FRI,8:15 PM,3,Team Fury Select U17,Illinois Defenders 17U Black,,,,,,
FRI,8:15 PM,4,Indy Gym Rats Red,Michigan Crossover 2016,,,,,,
FRI,8:15 PM,5,Full Package White,MN Thunderbirds 2018,,Check closely when you proof to make sure these aren't duplicate times/courts,,,,
FRI,8:15 PM,6,Epiphany Prince Elite 15U,Cal Stars Flight 2017,,,,,,
FRI,8:15 PM,7,Team Manitoba 16U,Midwest Elite Weibel,,,,,,
FRI,8:15 PM,8,Indy Gym Rats Blue,Torch Showcase,,,,,,
FRI,8:15 PM,9,South Texas Hoyas Gray,Central Jersey Hawks,,,,,,
FRI,8:15 PM,10,Wisconsin Impact 2017 Nikolic,Lady Thunder,,,,,,
FRI,8:15 PM,11,Always 100 Elite 2017,Capitol City Express Cool/Doneth,,,,,,
FRI,8:15 PM,12,Team Carolina,Cardinal Junior Elite,,,,,,
FRI,8:15 PM,13,Hurricanes Dalles,Wisconsin Playground Elite U15 ,,,,,,
FRI,8:15 PM,16,MBA Select 15U,Wisconsin Hoops Select Girls Whitish ,,,,,,
FRI,8:15 PM,17,Cincy Shock 15U,AthElite U15,,,,,,
FRI,8:15 PM,18,Purple Aces 15U,Midwest Wildcats Devries,,,,,,
FRI,8:15 PM,19,Central Florida Elite 2016,Cardinal Elite,,,,,,
FRI,8:15 PM,20,Comets Shumoski,Illinois Dream Team,,,,,,
FRI,8:15 PM,21,Houston Lady Roadrunners,Wisconsin Blizzard 16U Hawley,,,,,,
FRI,8:15 PM,22,TBD 2,Nebraska Lasers 16U,,,,,,
FRI,8:15 PM,23,Fencor Strothers,Full Package Whitefield,,,,,,
FRI,8:15 PM,24,Baltimore Lady Panthers 16U,Colorado Elite White,,,,,,
FRI,8:15 PM,25,Oklahoma Stars 16,Lakers Platinum,,,,,,
FRI,8:15 PM,26,New Jersey Sparks 14U,North Tartan 14U,,,,,,
FRI,8:15 PM,27,Capitol City Express Petersen,IL Hoops Dreams 16U White,,,,,,
FRI,8:15 PM,28,So-Minn Fury 2016,Illinois Press,,,,,,
FRI,8:15 PM,29,Indy Gym Rats Maroon,Wisconsin Playground Elite U16 ,,,,,,
FRI,8:15 PM,30,Always 100 Roller,Epiphany Prince Elite 14U,,,,,,
FRI,8:15 PM,31,DSO Elite,Lady Runnin’ Rebels Black Cranston,,,,,,
FRI,8:15 PM,32,DFW Elite Wonder Girls,Indy Gym Rats Tan,Make sure I didn't create a conflict for Indy Gym Rats Tan,,,,,
FRI,8:15 PM,33,Germantown Maryland Lady Panthers Lee 16U,Quad City Attack Black,,,,,,
FRI,8:15 PM,34,Michigan Shock,EJ Hoops U17 Blue,,,,,,
FRI,8:15 PM,35,Team Takeover 14U,DFW Elite Power Puff Girls,,,,,,
FRI,8:15 PM,36,Illinois Defenders 16U Black,Full Package Select,,,,,,
FRI,8:15 PM,37,Minnesota Stars Waters,Crossover Premier Platinum,,,,,,
FRI,8:15 PM,38,United NJ Carr-Carolina,Wisconsin Impact Averkamp,,,,,,
FRI,8:15 PM,39,Minnesota Stars Hofschild,Lady Speed 11th,,,,,,
FRI,8:15 PM,40,Minnesota Fury 2017 Blue,Jersey Cardinals Martinez,,,,,,
FRI,8:15 PM,41,O.M.S. ,Bolingbrook Panthers 14U,,,,,,
FRI,8:15 PM,42,NY Belles,Oshkosh Flight Elite - Levy,,,,,,
FRI,8:15 PM,43,KW Lightning U15,Flow 15U,,,,,,
FRI,8:15 PM,44,Clutch Players Lava,Arkansas Hawks 15U,,,,,,
FRI,8:15 PM,45,Lakers Purple 15U,IL Lady Lightning Bronze,,,,,,
FRI,8:15 PM,46,Central Jersey Hawks Martorelli,Wisconsin Impact 2018 Liebl,,,,,,
,,,,,,,,,,
SAT,9:00 AM,1,PSPA 16U Select - Coffield,HLC 16U,,,,,,
SAT,9:00 AM,2,Rockford Heat Select,ND Pro 15U Blue,,,,,,
SAT,9:00 AM,3,Midatlantic Heat 2,Kingdom Hoops Elite 16U,,,,,,
SAT,9:00 AM,4,Sting Elite of Massachusetts,South Texas Hoyas Blue,,,,,,
SAT,9:00 AM,5,Colorado Shine Gold,DFW Elite Wonder Girls,,,,,,
SAT,9:00 AM,6,Fencor Peeps,So-Minn Fury 2015,,,,,,
SAT,9:00 AM,7,Cardinal Crusaders,NY iExcel 16U,,,,,,
SAT,9:00 AM,8,Torch Showcase,Central Jersey Hawks,,,,,,
SAT,9:00 AM,9,Indy Gym Rats Blue,Lady Thunder,,,,,,
SAT,9:00 AM,10,Rush U17 Red,EJ Hoops U17 Black,,,,,,
SAT,9:00 AM,11,Alaska Lady Hoops 15,TeamXpress White 15U,,,,,,
SAT,9:00 AM,12,IL Lady Lightning Silver,Team Alberta U15,,,,,,
SAT,9:00 AM,13,Colorado Hoopsters Blue,Illinois Defenders 15U Black,,,,,,
SAT,9:00 AM,16,Colorado Hoopsters Black ,Austin Elite RFW,,,,,,
SAT,9:00 AM,17,ISAA 17U,MN Warriors Elite,,,,,,
SAT,9:00 AM,18,United NJ Osta - Navy,Wisconsin Playground Elite U17 ,,,,,,
SAT,9:00 AM,19,Springfield Predators Crum,Missouri Rockets,,,,,,
SAT,9:00 AM,20,Northern Blizzard 16U,KW Lightning Tri-County Juel,,,,,,
SAT,9:00 AM,21,Team Ontario 16U,805 Basketball,,,,,,
SAT,9:00 AM,22,Colorado Premier U17 National Red,Peak Performance National,,,,,,
SAT,9:00 AM,23,Philadelphia Belles 17U,Illinois Elite National,,,,,,
SAT,9:00 AM,24,Havoc City Elite,Team Miller Lightning 17U,,,,,,
SAT,9:00 AM,25,Arizona Team Ladyhawks,Illinois Rockets Crilly,,,,,,
SAT,9:00 AM,26,5280 Threat Blue,No Limits,,,,,,
SAT,9:00 AM,27,Drill for Skill Joyce,United NJ Gallo,,,,,,
SAT,9:00 AM,28,Rush U15,DC Heat 15U,,,,,,
SAT,9:00 AM,29,Backyard Training Academy,ND Pro 15U,,,,,,
SAT,9:00 AM,30,Illinois Wildcat Elite,United NJ Clarke,,,,,,
SAT,9:00 AM,31,North Tartan 15U,Team Takeover 15U,,,,,,
SAT,9:00 AM,32,New Jersey Panthers 16U White,Indy Gym Rats Tan,,,,,,
SAT,9:00 AM,33,Lady Vikes,Advantage Titans,,,,,,
SAT,9:00 AM,34,Lady Challengers,Tigers Black,,,,,,
SAT,9:00 AM,35,Lakers 8th Grade Elles,Illinois Defenders 14U Black,,,,,,
SAT,9:00 AM,36,Oklahoma Swarm 2017 Elite,NY Belles,,,,,,
SAT,9:00 AM,37,Lady B.I.G. D.O.G.S. 2016,Pink Panther Hoops,,,,,,
SAT,9:00 AM,38,Lady Meanstreets 16U,CBC 16U ,,,,,,
SAT,9:00 AM,39,Canada Drive 16U,Positive Direction 16U,,,,,,
SAT,9:00 AM,40,Cincy Shock 16U,PA Running Rebels 16U,,,,,,
SAT,9:00 AM,41,CBC 15/16U,Hoosier Premier White,,,,,,
SAT,9:00 AM,42,Purple Aces 17U,California Storm 17U Elite,,,,,,
SAT,9:00 AM,43,TeamXpress Blue 17U,Longmont Rush ,,,,,,
SAT,9:00 AM,44,Team Under Armour,5280 Threat 16U,,,,,,
SAT,9:00 AM,45,Bulls Elite Black,Minnesota Fury 2016 Gold,,,,,,
SAT,9:00 AM,46,Baltimore Starz,New Jersey Panthers 16U Blue,,,,,,
SAT,10:15 AM,1,Full Package Whitefield,Colorado Elite White,,,,,,
SAT,10:15 AM,2,Fencor Strothers,Lakers Platinum,,,,,,
SAT,10:15 AM,3,New England Shooting Stars,Rockies 17U Red,,,,,,
SAT,10:15 AM,4,South Texas Hoyas Gray,Wisconsin Impact 2017 Nikolic,,,,,,
SAT,10:15 AM,5,Blessed Sacrament,KW Lightning U13,,,,,,
SAT,10:15 AM,6,Midtown Lady Monarchs,Indy Gym Rats Purple,,,,,,
SAT,10:15 AM,7,Indy Gym Rats Green,Michigan Mystics Donnelley ,,,,,,
SAT,10:15 AM,8,Central Illinois Xpress,A PLUS Purple,,,,,,
SAT,10:15 AM,9,Albany Lady Stars Pink,Wisconsin RAP U15,,,,,,
SAT,10:15 AM,10,West Coast Premier Valley,Wisconsin RAP U17,,,,,,
SAT,10:15 AM,11,Oklahoma Swarm Team Adidas,Clutch Players Red,,,,,,
SAT,10:15 AM,12,Arkansas Hawks 17U Elite,Colorado Elite Blue,,,,,,
SAT,10:15 AM,13,Baltimore Lady Panthers 16U,Oklahoma Stars 16,,,,,,
SAT,10:15 AM,16,Crossover Select,Midwest Sports Academy,,,,,,
SAT,10:15 AM,17,So-Minn Fury 2017,Queens Express 15U,,,,,,
SAT,10:15 AM,18,Team Manitoba 15U,Illinois Defenders 15U Grey,,,,,,
SAT,10:15 AM,19,Minnesota Stars Waters,United NJ Carr-Carolina,,,,,,
SAT,10:15 AM,20,Full Package Select,Crossover Premier Platinum,,,,,,
SAT,10:15 AM,21,Texas United Blue,New Jersey Sparks 16U,,,,,,
SAT,10:15 AM,22,NJ Philly Belles Nike 16U,Texas United White,,,,,,
SAT,10:15 AM,23,Illinois Rockets Stone,WBA Lady Knicks Blanco,,,,,,
SAT,10:15 AM,24,Crossover Premier Elite,Midatlantic Heat 1,,,,,,
SAT,10:15 AM,25,Illinois Defenders 16U Black,Wisconsin Impact Averkamp,,,,,,
SAT,10:15 AM,26,Wisconsin Impact 2018 Thompson,DFW Elite Glamour Girls,,,,,,
SAT,10:15 AM,27,Bulls Elite Crimson,Midwest Elite 14U Weissmann,,,,,,
SAT,10:15 AM,28,Central Florida Elite 2016,DSO Elite,,,,,,
SAT,10:15 AM,29,Midwest Elite Weibel,Cardinal Elite,,,,,,
SAT,10:15 AM,30,North Tartan 13U West,Full Package 8th Black,,,,,,
SAT,10:15 AM,31,Minnesota Fury 2017 Blue,Indy Gym Rats Red,,,,,,
SAT,10:15 AM,32,Purple Aces 14U,North Tartan 14U Silver,,,,,,
SAT,10:15 AM,33,Team Manitoba 16U,Lady Runnin’ Rebels Black Cranston,,,,,,
SAT,10:15 AM,34,Comets McNichol,Peak Performance Black,,,,,,
SAT,10:15 AM,35,Indy Gym Rats Gold,AthElite U14,,,,,,
SAT,10:15 AM,36,IL Hoop Dreams 13U Johnson,Flow 14U,,,,,,
SAT,10:15 AM,37,Houston Lady Roadrunners,Minnesota Fury 2016 Blue,,,,,,
SAT,10:15 AM,38,Illinois Dream Team,Wisconsin Blizzard 16U Hawley,,,,,,
SAT,10:15 AM,39,Comets Shumoski,Nebraska Lasers 16U,,,,,,
SAT,10:15 AM,40,Greg Grant Basketball Club Team Canada,Legends of Wisconsin Silver 17,,,,,,
